 


  
  

NCAA Women's Soccer
Division IShutouts
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Shutouts"
"","Melissa Kössler","Massachusetts","Fr.","-","16","7","0.44"
"","Chloe O'Neill","Villanova","So.","-","16","7","0.44"
"51","Parker Goins","Arkansas","Jr.","-","23","10","0.43"
"","Kelcie Hedge","Santa Clara","Jr.","M","23","10","0.43"
"","Marissa Kinsey","Arkansas","Sr.","-","23","10","0.43"
"","Esther Okoronkwo","Lamar University","Jr.","F","23","10","0.43"
"","Kelsey Turnbow","Santa Clara","Jr.","-","23","10","0.43"
"","Ricarda Walkling","NC State","Sr.","M","23","10","0.43"
"57","Taylor Aylmer","Rutgers","Sr.","M","21","9","0.43"
"","Haley Brown","Cal St. Fullerton","Jr.","F","21","9","0.43"
"","Alyssa Frazier","Samford","Jr.","f","21","9","0.43"
"","Mya Jones","Memphis","Fr.","M","21","9","0.43"
"","Sydny Nasello","South Fla.","So.","F","21","9","0.43"
"","Jaelyn Peeples","Louisiana Tech","Sr.","M","21","9","0.43"
"","Yazmeen Ryan","TCU","Jr.","M","21","9","0.43"
"","Lucy Shepherd","Hofstra","Jr.","F","21","9","0.43"
"","Sophia Smith","Stanford","So.","-","21","9","0.43"
"","Miri Taylor","Hofstra","So.","M","21","9","0.43"
"67","Sophia Fondren","SFA","Jr.","-","19","8","0.42"
"","Celiana Torres","SMU","So.","M","19","8","0.42"
"69","Brianna Alger","Washington St.","Jr.","D","24","10","0.42"
"70","Julia Grainda","Charlotte","Sr.","-","17","7","0.41"
"","Emily Hogan","Central Conn. St.","Sr.","D","17","7","0.41"
"","Natalie Jones","Abilene Christian","Fr.","M","17","7","0.41"
"","Suzuka Yosue","The Citadel","Fr.","-","17","7","0.41"
"74","Jessie Ray","Seattle U","Sr.","-","22","9","0.41"
"75","Gracie Armstrong","Colorado St.","So.","F","20","8","0.40"
"","Sam Coffey","Penn St.","Jr.","M","25","10","0.40"
"","Gabby Diodati","Fairfield","Jr.","M","20","8","0.40"
"","Emina Ekic","Louisville","Jr.","M","20","8","0.40"
"","Chloe Frisch","San Diego St.","Jr.","-","20","8","0.40"
"","Carrie Lewis","Xavier","Jr.","-","20","8","0.40"
"","Frankie Tagliaferri","Penn St.","Jr.","M","25","10","0.40"
"","Jada Talley","Arizona","Jr.","-","20","8","0.40"
"83","Natalie Jacobs","Southern California","Sr.","F","23","9","0.39"
"","Cameron Tucker","BYU","Jr.","F","23","9","0.39"
"","Chelsee Washington","Bowling Green","Sr.","M","23","9","0.39"
"86","Kristin Brown","Appalachian St.","Sr.","D","18","7","0.39"
"","Ashley Cardozo","Utah St.","Jr.","-","18","7","0.39"
"","Brooke Hanson","Incarnate Word","Sr.","F","18","7","0.39"
"","Kailey Ivins","Northern Ky.","Jr.","M","18","7","0.39"
"","Grace Labadie","Western Mich.","Sr.","-","18","7","0.39"
"","Sarah  Teubner","Grambling","Jr.","-","18","7","0.39"
"92","Paula Germino-Watnick","Georgetown","Sr.","-","21","8","0.38"
"","Tara McKeown","Southern California","Jr.","F","21","8","0.38"
"","Lucy Porter","Hofstra","Jr.","M","21","8","0.38"
"","Maddie Turlington","Gardner-Webb","So.","F","21","8","0.38"
"96","Elexa Bahr","South Carolina","Sr.","-","24","9","0.38"
"","Gabby DelPico","Harvard","Fr.","M","16","6","0.38"
"","Sophia Lewis","Toledo","Jr.","F","16","6","0.38"
"","Kelly Maday","Illinois","Sr.","F","16","6","0.38"
"","Jessica Schildkraut","Columbia","So.","M","16","6","0.38"
"","Ellery Winkler","Yale","Fr.","F","16","6","0.38"
"102","Sydney Cummings","Brown","Jr.","-","19","7","0.37"
"","Aubrey Goodwill","Sacramento St.","Jr.","D","19","7","0.37"
"","India Jencks","Gonzaga","Sr.","M","19","7","0.37"
"","Monigo Karnley","Mississippi St.","So.","-","19","7","0.37"
"","Maureen Kennedy","Bowling Green","Sr.","D","19","7","0.37"
"","Shaelan Murison","UC Santa Barbara","Sr.","-","19","7","0.37"
"","Katie  Soderstrom","Butler","So.","-","19","7","0.37"
"109","Erica Bardes","Central Conn. St.","Jr.","D","22","8","0.36"
"","Grace Collins","TCU","Fr.","F","22","8","0.36"
"","Olyvia Dowell","Oklahoma St.","Fr.","M","22","8","0.36"
"","Rebecca Jarrett","Virginia","So.","F","22","8","0.36"
"","Lily McLane","Radford","Jr.","-","22","8","0.36"
"114","Katie McClure","Kansas","Sr.","F","25","9","0.36"
"","Kiara Pickett","Stanford","Jr.","-","25","9","0.36"
"116","Renee Kohler","William & Mary","So.","-","14","5","0.36"
"","Stefania Piantadosi","Binghamton","So.","-","14","5","0.36"
"118","Abby Basler","Illinois St.","Jr.","-","17","6","0.35"
"","Kess Elmore","UConn","Jr.","-","17","6","0.35"
"","Mariana Jaleca","Saint Francis (PA)","Sr.","-","17","6","0.35"
"","Anjela Kricak","ETSU","Fr.","M","17","6","0.35"
"","Lianne Mananquil","Rice","Sr.","-","17","6","0.35"
"","Ellis Patterson","UTSA","Jr.","F","17","6","0.35"
"","Cameron Shedenhelm","Kent St.","Jr.","-","17","6","0.35"
"125","Tessa Carlin","UTEP","Fr.","F","20","7","0.35"
"","Sam Kambol","Ball St.","Sr.","-","20","7","0.35"
"","Rafferty Kugler","Milwaukee","So.","F","20","7","0.35"
"","Madison Ledet","Lamar University","Jr.","F","20","7","0.35"
"","Tatiana Mason","Ball St.","So.","-","20","7","0.35"
"","Robyn Mccarthy","Fresno St.","So.","-","20","7","0.35"
"","Kim Rodriguez","Oklahoma St.","Jr.","D","20","7","0.35"
"","McKaela Schmelzer","Milwaukee","Sr.","M","20","7","0.35"
"","Ally Watt","Texas A&M","Sr.","F","20","7","0.35"
"","Casey Wertz","Alabama","Jr.","F","20","7","0.35"
"135","Grace Bahr","Xavier","Sr.","-","23","8","0.35"
"","Anna Loftus","Lamar University","So.","M","23","8","0.35"
"","Raleigh Loughman","Michigan","So.","M","23","8","0.35"
"","Taylor Malham","Arkansas","Jr.","-","23","8","0.35"
"139","Marah Abu-Tayeh","Marshall","Sr.","-","18","6","0.33"
"","Serena Ahmed","Massachusetts","Fr.","D","18","6","0.33"
"","Ansley Atkinson","Creighton","So.","M","18","6","0.33"
"","Ambere Barnett","Western Ky.","So.","M","18","6","0.33"
"","Brooke Beam","Richmond","Sr.","-","18","6","0.33"
"","Maddie Bennett","Cal St. Fullerton","Sr.","F","21","7","0.33"
"","Amanda Carolan","Georgetown","Sr.","-","21","7","0.33"
"","Molly Grant","Lipscomb","Fr.","-","21","7","0.33"
"","Jasmine Greene","Furman","Fr.","F","21","7","0.33"
"","Olivia Hernandez","Mississippi St.","Jr.","-","18","6","0.33"
"","McKayla Kertscher","Green Bay","So.","-","18","6","0.33"
"","Krista Kissell","Lafayette","Jr.","-","18","6","0.33"
"","Brittany LaPlant","Rutgers","Sr.","F","21","7","0.33"
"","Sarah Luebbert","Missouri","Sr.","F","18","6","0.33"
"","Aubrey Megrath","South Fla.","Sr.","F","21","7","0.33"
"","Sofi Papastamos","Portland St.","So.","-","18","6","0.33"
"","Kristina Serres","Boise St.","Sr.","-","21","7","0.33"
"","Megan  Sullivan","Northern Ky.","Fr.","M","18","6","0.33"
"","Alexa Svensson","Marist","Sr.","D","18","6","0.33"
"","Pernille Velta","Fla. Atlantic","Sr.","-","21","7","0.33"
"","Viviana Villacorta","UCLA","Jr.","M","24","8","0.33"
"","Amanda West","Pittsburgh","Fr.","F","18","6","0.33"
"","Kaylan Williams","New Hampshire","Sr.","-","18","6","0.33"
"","Sakura Yoshida","Oregon","Fr.","-","18","6","0.33"

NCAA Women's Soccer
Division IGoals Against Average
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Games","Goalie Min. Plyd","Team Min","GA","GAA"
"1","Amanda Knaub","Monmouth","Sr.","-","19","1780:45","1780:45","4","0.202"
"2","Katie Meyer","Stanford","So.","-","16","1306:01","2180:00","4","0.276"
"3","Laurel Ivory","Virginia","Jr.","GK","19","1752:29","2072:03","6","0.308"
"4","Claudia Dickey","North Carolina","So.","-","26","1671:48","2481:48","6","0.323"
"5","Mikayla Krzeczowski","South Carolina","Sr.","-","24","2180:33","2225:33","8","0.330"
"6","Mary Niehaus","Saint Louis","Sr.","-","22","1791:13","1986:07","7","0.352"
"7","Elaina LaMacchia","Milwaukee","So.","GK","16","1268:07","1737:24","5","0.355"
"8","Maggie Smither","South Dakota St.","Sr.","GK","21","1863:20","2020:00","9","0.435"
"9","Kayla Thompson","Brown","Jr.","-","16","1417:04","1789:30","7","0.445"
"10","Brittany Wilson","Denver","Sr.","GK","20","1792:52","1883:42","9","0.452"
"11","Heather Martin","Texas St.","Sr.","GK","19","1540:43","1805:29","8","0.467"
"12","Katie Lund","Arkansas","Sr.","-","23","2052:54","2124:36","11","0.482"
"13","Jordyn Bloomer","Wisconsin","Sr.","GK","22","2042:53","2042:53","12","0.529"
"14","Elizabeth Moberg","Memphis","Jr.","GK","20","1701:09","1910:00","10","0.529"
"15","Paige Sim","Loyola Maryland","Fr.","GK","14","1342:20","1860:28","8","0.536"
"16","Caroline DeLisle","UCF","Fr.","-","19","1798:09","1798:09","11","0.551"
"17","Mary Grace Bunch","Davidson","So.","-","11","952:48","1794:44","6","0.567"
"18","Lindsey Romig","Tennessee","Fr.","GK","14","1094:42","1713:48","7","0.575"
"19","Lena Kurz","UIC","Jr.","GK","18","1506:40","1754:43","10","0.597"
"20","Sydney Fortson","Navy","Sr.","GK","19","1796:00","2066:00","12","0.601"
"21","Alayah Hightower","Howard","Sr.","GK","18","1627:59","1642:19","11","0.608"
"22","Justice Stanford","South Alabama","Sr.","GK","22","1974:10","2073:43","14","0.638"
"23","Meagan McClelland","Rutgers","So.","GK","21","1964:18","1978:40","14","0.641"
"24","Taiana Tolleson","Vanderbilt","Sr.","GK","20","980:52","1954:07","7","0.642"
"25","Amanda McQuillan","Central Conn. St.","So.","GK","20","1736:47","2032:00","13","0.674"
"26","Aaliyah Fesili","Sacramento St.","Jr.","GK","19","1857:46","1857:44","14","0.678"
"27","Brooke Heinsohn","Duke","Jr.","-","20","1709:09","1838:50","13","0.685"
"28","Jensen Schoch","SIUE","Jr.","-","16","1270:43","1920:43","10","0.708"
"29","Angelina Anderson","California","Fr.","GK","21","1896:09","1951:31","15","0.712"
"30","Gabi McDonald","Colorado St.","So.","GK","20","1887:21","1887:21","15","0.715"
"31","Meghan Dalton","Bryant","Jr.","-","17","1611:15","1611:15","13","0.726"
"32","Claire Howard","Montana","Jr.","-","19","1839:12","1839:12","15","0.734"
"33","Sydney Smith","Boise St.","So.","-","23","2079:53","2094:06","17","0.736"
"34","Sabrina Davis","BYU","Sr.","GK","22","1835:05","2101:27","15","0.736"
"35","Sarah Peters","Kansas","So.","GK","25","2290:50","2337:07","19","0.746"
"36","Amanda Fitzgerald","Fairleigh Dickinson","Sr.","-","20","1900:28","2024:02","16","0.758"
"37","Bethany Kopel","Indiana","Jr.","-","19","1753:27","1753:27","15","0.770"
"38","Mandy McGlynn","Virginia Tech","Sr.","-","19","1748:25","1748:25","15","0.772"
"39","Morgan McAslan","Samford","So.","GK","21","1854:57","1990:00","16","0.776"
"40","Dani Greenlee","Oklahoma St.","Jr.","GK","20","1722:16","2069:04","15","0.784"
"41","Shantel Hutton","Texas A&M","Fr.","GK","17","1479:57","2059:07","13","0.791"
"42","Stephanie Rodriguez","Butler","Jr.","-","19","1796:42","1796:42","16","0.801"
"43","Kelsey Brann","North Texas","So.","GK","22","1907:15","1997:15","17","0.802"
"44","Sydney Martinez","South Fla.","So.","GK","14","1215:00","1910:00","11","0.815"
"45","Kat Hess","Harvard","Sr.","GK","14","1100:00","1460:00","10","0.818"
"46","Teagan Micah","UCLA","Sr.","GK","19","1646:19","2090:00","15","0.820"
"47","Miranda Royds","Lehigh","Jr.","-","18","1747:12","1747:12","16","0.824"
"48","Kellsey Weaver","Furman","Sr.","GK","20","1634:48","1824:27","15","0.826"
"49","Catherine Klein","North Dakota","Sr.","GK","15","1298:58","1772:01","12","0.831"
"50","Mariel Gordon","Dartmouth","Jr.","GK","16","1395:44","1553:45","13","0.838"
"51","Gabby Kouzelos","Louisville","Jr.","GK","19","1707:14","1797:29","16","0.843"
"52","Melissa Gray","Lipscomb","Sr.","-","19","1705:00","1930:00","16","0.845"
"53","Alyssa Fagel","Yale","Sr.","GK","16","1462:11","1489:16","14","0.862"
"54","Marisa Bova","Purdue","So.","-","20","1861:37","1861:37","18","0.870"
"55","Claire Graves","Iowa","Sr.","-","21","1858:02","1956:21","18","0.872"
"56","Madison White","Texas Tech","Fr.","-","14","1332:11","1980:38","13","0.878"
"57","Tristin Stuteville","Ball St.","Sr.","-","19","1740:22","1871:28","17","0.879"
"58","Courtenay Kaplan","Radford","Sr.","-","20","1515:37","1909:38","15","0.891"
"59","Melissa Weck","FGCU","Sr.","GK","17","1511:02","1583:21","15","0.893"
"60","Ashton Shields","Chattanooga","So.","GK","13","1204:00","1786:28","12","0.897"
"61","Erin Roth","UMKC","Sr.","GK","17","1598:23","1978:23","16","0.901"
"62","Sydney Cassalia","Army West Point","Jr.","GK","20","1883:40","1883:40","19","0.908"
"63","Diera Walton","Utah St.","Fr.","-","18","1684:11","1774:11","17","0.908"
"64","Mollie Eriksson","DePaul","So.","GK","19","1771:50","1771:50","18","0.914"
"65","Katie Sullivan","Creighton","So.","GK","12","1082:34","1682:02","11","0.914"
"66","Kendra Clarke","Georgia St.","So.","GK","15","1374:54","1802:04","14","0.916"
"67","Madison Van Dyke","Longwood","Jr.","GK","14","1270:55","1608:29","13","0.921"
"68","Bridgette Skiba","Oregon St.","So.","GK","19","1751:16","1769:15","18","0.925"
"69","Sophia Lettieri","Holy Cross","Jr.","-","16","1554:43","1599:22","16","0.926"
"70","Hanna DeWeese","UC Santa Barbara","Sr.","GK","17","1357:07","1655:21","14","0.928"
"71","Eve Beyer","UAB","Fr.","-","12","1159:47","1739:47","12","0.931"
"72","Kamryn  Stablein","Delaware","So.","-","19","1730:42","1795:57","18","0.936"
"73","Liz Matei","Columbia","Fr.","GK","15","1341:46","1529:57","14","0.939"
"74","Alana Rossi","Canisius","Sr.","GK","16","1434:29","1513:45","15","0.941"
"75","Maia Perez","Hartford","Jr.","GK","19","1803:01","1803:01","19","0.948"
"76","Milena Zink","Fresno St.","Fr.","GK","17","947:51","1879:55","10","0.950"
"77","Grace Droessler","Loyola Chicago","Fr.","-","16","1418:02","1832:56","15","0.952"
"78","Emory Wegener","Georgia","So.","-","17","1509:54","1709:34","16","0.954"
"79","Siena Ruelas","Washington","Sr.","GK","15","1317:37","1942:13","14","0.956"
"80","Natalie Neumann","Lafayette","Fr.","-","18","937:22","1747:22","10","0.960"
"81","Megan McClure","Arkansas St.","Jr.","GK","19","1780:32","1905:24","19","0.960"
"82","Jessica Berlin","NC State","Jr.","GK","22","1872:01","2031:31","20","0.962"
"83","Monica Polgar","North Dakota St.","Sr.","GK","18","1680:00","1680:00","18","0.964"
"84","Haylee Poltorak","Binghamton","So.","-","13","1210:00","1655:01","13","0.967"
"85","Rhiannon Conelley","North Florida","Jr.","-","18","1485:07","1777:57","16","0.970"
"86","Amanda Dennis","Penn St.","Sr.","GK","20","1760:46","2308:10","19","0.971"
"87","Noa Schumacher","Cal St. Fullerton","So.","GK","18","1668:03","1985:36","18","0.971"
"88","Bella Killgore","Rice","So.","-","19","1107:11","1778:48","12","0.975"
"89","Talia Klimes","High Point","Sr.","-","19","1635:27","1689:03","18","0.991"
"90","Sydney Schneider","UNCW","Jr.","GK","17","1527:22","1554:54","17","1.002"
"91","Haleigh Mercer","Troy","Jr.","GK","19","1693:11","1805:38","19","1.010"
"92","Ariana Romero","San Jose St.","So.","GK","19","1603:20","1693:20","18","1.010"
"93","Emily Kelly","Buffalo","So.","GK","20","1869:04","1899:13","21","1.011"
"94","Libby Harper","Akron","Fr.","-","20","1595:17","1895:01","18","1.015"
"95","Hillary Beall","Michigan","Jr.","GK","24","2126:49","2126:49","24","1.016"
"96","Molly Saylor","NJIT","Fr.","GK","17","1591:30","1687:09","18","1.018"
"97","Meaghan Phillips","Quinnipiac","Fr.","-","17","1406:24","1641:24","16","1.024"
"98","Cat Sheppard","New Hampshire","So.","-","18","1580:10","1621:23","18","1.025"
"99","Kelsie Stone","Drake","Jr.","-","19","1667:38","1740:23","19","1.025"
"100","Kaitlin Maxwell","Missouri St.","Jr.","-","18","1577:31","1577:31","18","1.027"
"101","Zoie Reed","Central Mich.","Sr.","-","17","1654:23","1654:23","19","1.034"
"102","Jordyn Ebert","Mercer","Jr.","GK","20","1732:32","1867:32","20","1.039"
"103","Tess Mrozek","ETSU","So.","GK","20","1815:05","1911:23","21","1.041"
"104","Anna Leat","Georgetown","Fr.","-","18","1639:56","1949:54","19","1.043"
"105","Anne-Marie Ulliac","Western Ky.","Sr.","GK","18","1634:05","1709:57","19","1.046"
"106","Julia Curatolo","Little Rock","Fr.","GK","19","1719:59","1829:26","20","1.047"
"107","Amanda Delgado","CSUN","So.","GK","19","1543:18","1858:18","18","1.050"
"108","Natalie Grossi","Princeton","Sr.","-","15","1369:39","1594:39","16","1.051"
"109","Kathleen Duwve","Bowling Green","Sr.","GK","22","1967:22","2186:11","23","1.052"
"110","Natalie Kelchner","Marist","So.","GK","13","1102:20","1612:08","13","1.061"
"111","Rachel Johnson","Abilene Christian","Sr.","GK","14","1269:22","1764:22","15","1.064"
"112","Tatum Sutherland","SMU","Fr.","GK","19","1522:20","1605:35","18","1.064"
"113","Kasey Perry","Old Dominion","Jr.","-","11","1086:34","1646:34","13","1.077"
"114","Kitty Qu","Penn","Sr.","GK","14","1169:30","1394:30","14","1.077"
"115","Ella Dederick","Washington St.","Sr.","GK","24","1995:42","2096:53","24","1.082"
"116","Teresa Morrissey","Rhode Island","Fr.","GK","14","1326:56","1711:46","16","1.085"
"117","Emily Alvarado","TCU","Jr.","GK","21","1814:55","1859:55","22","1.091"
"118","Shelby Hogan","Providence","Jr.","GK","20","1889:42","1901:47","23","1.095"
"119","Tamaki Machi","George Washington","So.","-","21","1964:40","1981:17","24","1.099"
"120","Kelsee Winston","Eastern Wash.","Jr.","-","21","1868:46","1868:46","23","1.108"
"121","Megan Adams","Northeastern","So.","GK","15","1296:38","1786:34","16","1.111"
"122","Tiffany Sornpao","Kennesaw St.","Jr.","-","20","1770:17","1862:27","22","1.118"
"123","Cassidy Wasdin","Fla. Atlantic","Fr.","-","20","1842:22","1944:19","23","1.124"
"124","Melody Jayroe","Liberty","Jr.","GK","19","1761:36","1773:33","22","1.124"
"125","Madison Less","Cincinnati","Jr.","GK","19","1761:21","1772:39","22","1.124"
"126","Reaghan Duval","Campbell","So.","GK","15","1278:04","1782:31","16","1.127"
"127","Sofia Manner","Stony Brook","Jr.","GK","21","1740:34","1740:34","22","1.138"
"128","Sophia Chen","Albany (NY)","Jr.","GK","15","1421:28","1691:28","18","1.140"
"129","A.J. Crooks","Alabama","Fr.","GK","12","1098:03","1904:26","14","1.147"
"130","Taryn Benham","Northern Ariz.","Jr.","-","18","1780:09","1780:09","23","1.163"
"131","Kyleigh Hall","A&M-Corpus Christi","Jr.","-","19","1771:48","1881:48","23","1.168"
"132","Kaylee Donnelly","Bucknell","Fr.","GK","17","1538:52","1691:27","20","1.170"
"133","Brooke Littman","Notre Dame","Sr.","-","13","1229:34","1949:34","16","1.171"
"134","Anna Smith","Southern California","So.","GK","12","1075:21","2110:21","14","1.172"
"135","Stevie Holbrook","Cleveland St.","Jr.","GK","16","1454:57","1629:37","19","1.175"
"136","Mackenzie Lee","Louisiana","Sr.","GK","20","1753:17","1796:51","23","1.181"
"137","Rylee Foster","West Virginia","Sr.","-","21","1904:21","2048:56","25","1.182"
"138","Sophia Lipka","IUPUI","Sr.","GK","16","1217:59","1833:58","16","1.182"
"139","Cameron Perrott","Saint Joseph's","Sr.","GK","13","1210:17","1770:17","16","1.190"
"140","Allie Jara","Utah Valley","Sr.","GK","19","1584:16","1836:14","21","1.193"
"141","Carlotta Cartelli","Louisiana Tech","Sr.","GK","18","1507:47","1985:39","20","1.194"
"142","Kerry Eagleston","Appalachian St.","Fr.","GK","18","1653:04","1689:42","22","1.198"
"143","Cailey Croson","Incarnate Word","Jr.","GK","17","1572:26","1769:35","21","1.202"
"144","Lauren Malcolm","St. Bonaventure","Sr.","-","18","1640:29","1640:29","22","1.207"
"145","Sydney Bruckner","Robert Morris","Jr.","GK","17","1546:24","1591:24","21","1.222"
"146","Aubrei Corder","Nebraska","Sr.","-","18","1681:45","1700:00","23","1.231"
"147","Ashley Orkus","Ole Miss","So.","GK","20","1900:34","1900:34","26","1.231"
"148","Kinga Szemik","UTRGV","Sr.","GK","18","1455:00","1590:00","20","1.237"
"149","Emily Parrott","UTEP","Fr.","GK","20","1806:40","1876:43","25","1.245"
"150","Morgan Basileo","Temple","Sr.","GK","19","1734:09","1814:35","24","1.246"
Reclassifying
"NR","Abigail Tyhurst","California Baptist","Fr.","-","10","919:45","1748:10","12","1.174"

NCAA Women's Soccer
Division ISave Pct
Through Games 12/08/2019

Must have played 50% of team's minutes
       
"Rank","Name","Team","Cl","Pos","Games","Saves","GA","Goalie Min. Plyd","Team Min","Pct."
"1","Amanda Knaub","Monmouth","Sr.","-","19","48","4","1780:45","1780:45","0.923"
"2","Elaina LaMacchia","Milwaukee","So.","GK","16","54","5","1268:07","1737:24","0.915"
